date,ts,group,score,title,content
2021/4/7,1617746400,friends,5.0,Visitar Martina es un placer ,Es todo un placer visitar el Restaurante Martina. Tanto por la calidad del producto como por la atención que prestan a sus clientes. De los mejores restaurantes de Albacete. Totalmente recomendable. 
2021/4/6,1617660000,friends,5.0,Calidad a buen precio,Cocina muy buena y muy amables todos los camareros. Amplia carta con variedad de platos. Muy recomendable
2021/4/6,1617660000,family,5.0,De lo mejor en Albacete,Sabores familiares con un toque innovador. De mis lugares favoritos en Albacete tanto por la comida como por el buen trato de los camareros a destacar Sebastián nuestro camarero de esta noche.
2021/4/3,1617400800,family,3.0,Cristian y Noelia que espectaculares un servicio muy bueno ,"Las camareros Cristian y Noelia muy buenos y atentos La comida buena, algunas cosas menos pweo será mi gusto personal "
2021/4/3,1617400800,friends,5.0,Una perra sorprendente,Muy buen servicio siempre. Recomendable 100%.Con un reservado Perfecto para grupos. Muy bien sonorizado
2021/4/3,1617400800,couples,5.0,Una comida para repetir,"Salón bonito y acogedor,con camareros profesionales,serviciales y atentos. Comida muy buena,en especial el pulpo."
2021/4/3,1617400800,couples,5.0,Sitio para repetir,"Atendido por Noelia, q demostró un trato cercano y profesional indicándonos, en todo momento, los platos a elegir, servicio exquisito y comida de 10,en relación calidad precio!!!"
2021/4/2,1617314400,friends,5.0,Mágico,"Ambiente ideal, distendido pero elegante. Aperitivos a la altura del local. Una pasada. Volveremos!!"
2021/4/2,1617314400,couples,5.0,Sitio agradable,"Recomendaría este sitio sin dudarlo, buena comida, buen trato, buenos precios.Muy buena calidad de productos utilizados en los platos."
2021/4/1,1617228000,friends,5.0,Amigos,"Muy buena comida ,buena calidady un trato excelente de todo el personal ,recomendado y seguro repetiré 😁"
2021/3/30,1617055200,couples,5.0,Comida de escapada,"Un lugar excelente con un ambiente muy relajante. La comida excepcional, muy recomendable el pulpo a la brasa. Seguro que volveremos!!"
2021/3/29,1616968800,family,5.0,Comida de 10,"Un sitio para comer, cenar, o para tapear espectacular! Un 10 al cocinero y una atencion increíble por parte de los camareros!Unas bravas exquisitas, el pulpo riquísimo y los mejores pan baos que he probado. El coulant de chocolate blanca una maravilla a quien le gusto el dulce, el  del mundo vamos!!!"
2021/3/29,1616968800,friends,5.0,Cena,"Céntrico. Comida de calidad, variada y con toques novedosos. Para repetir sin ninguna duda!!Muy amables."
2021/3/28,1616886000,family,5.0,Comida de cumple en un sitio inmejorable,"Noelia un encanto, muy profesional y atenta. La comida exquisita, sabores diferentes y muy buena calidad. Javi de cocina un gran profesional de los fogones. Siempre un placer venir."
2021/3/27,1616799600,couples,5.0,Inmejorable,Christian y Sebastián realizan siempre un servicio muy bueno. La cena increíble como siempre. Súper recomendable🖤
2021/2/19,1613689200,friends,3.0,Caro para lo que dan,"Nos sentamos tres amigos a mediodía en la terraza a tomar unas cañas,y ya continuamos comiendo.Lo primero que hay que decir, es que el servicio es muy bueno, muy profesional.Las tapas correctas, la ración e jamón ibérico de 24.80, escasilla, no sé si habría 40 gr...Y la carne de vaca(35.90€) que pedimos al punto, la pasaron de más...una pena.En resumen, caro para lo que dan."
2020/11/26,1606345200,none,4.0,Buena carta acompañada de,"Buena carta acompañada de buen servicio. Los baos geniales, atún marinado con tomate muy recomendable. "
2020/11/13,1605222000,couples,5.0,Un gran descubrimiento positivo ,"Se ha convertido en uno de mis favoritos en Albacete:Magnífica carta, excelente ubicación, amabilidad en el servicio y un nivel de precio adecuado a lo que te ofrecen.Muy, muy recomendable "
2020/11/8,1604790000,none,5.0,Excelente,"Comida muy variada, trato excelente y muy buen ambiente. Gran variedad de vinos tanto blancos como tintos. En general un 10"
2020/10/31,1604098800,couples,1.0,Hay clases y clases... Es una pena pero en este sitio así es,"Tras esperar 40 minutos para sentarnos, observamos sorprendidos como un señor y una mujer mayor sentados en una mesa  se separan para ocupar el lugar que debería haber sido el nuestro con el consentimiento del personal, imaginamos que clientes ""VIP"". Durante otros 30 minutos intercambianose la mesa entre estos dos personajes y hablando entre ellos por movil mientras tanto comensales como  las personas que estamos esperando no damos crédito, al preguntar cuál es nuestro turno nos dicen que faltan dos mesas cuando éramos los siguientes. Efectivamente nuestra mesa se la dan a los conocidos de estas personas. Resumiendo nos han hecho espera  más de una hora para ver cómo nuestra mesa se la dan a clientes VIP que tienen a la abuela y al otro señorito ocupando sitio.Especial mención a la abuela chupándose los dedos al comer frutos secos y tocando sillas y mesas sin que nadie le diga ni limpie nada, "" protocolo covid nivel 10"". Desde las 14:00 hasta las 15:30 esperando para ver qué nos tenemos que ir a casa a comer. El tiempo de espera era de 20 minutos que se hubieran cumplido sino se hubiera consentido este comportamiento y falta de respeto. Por si acaso me responden mi  respuesta sería que espero que traten mejor a los clientes o por lo menos de forma más sincera avisando que hay personas que tienen privilegios respecto a otras."
2020/10/31,1604098800,friends,3.0,Genial,"Como pega decir que no permiten pedir las tapas de barra en la zona de restaurante y no nos ha agradado,deberían planteárselo xq nos gustan mucho"
2020/10/26,1603666800,friends,4.0,Descubriendo lugares,"Tras realizar una búsqueda de los restaurantes recomendados para comer en Albacete por esta aplicación dimos con Martina. La carta, recomendaciones e imágenes prometían un buen lugar y, efectivamente pudimos comprobar que estos eran certeros.El lugar mezcla tradición con modernidad para crear platos con gran cantidad de sabores y matices, los cuales eran explicados en todo detalle por su personal amable y atento.Adjunto las fotos de la comida que tomamos, la bebida, así como de la cuenta para que se advierta la buena relación calidad-precio.Faltan las imágenes del postre, casero por cierto, ya que en cuanto llegó a la mesa nos avalanzamos sobre él y es que nos perdemos cuando vemos una buena tarta de queso sobre la mesa.En definitiva, sitio recomendable, personal excepcional y lugar con encanto tropical.Repetiremos seguro para probar otros platos."
2020/10/24,1603490400,friends,5.0,Volveremos a repetir,"Restaurante súper bueno la atención perfecta, los platos súper buenos, y muy bien presentados, bastante variedad de platos y todos prometian el sitio súper agradable en sí nos ha encantado, volveremos a repetir sin duda"
2020/10/18,1602972000,friends,5.0,"Gracias, excelente servicio","Gracias por todo, especialmente a Cristóbal nuestros mesero, si atención fue en todo momento incomparable. Felicidades por su atención. Gracias"
2020/10/17,1602885600,couples,5.0,Rozando la perfección...👌🏾,"Ya cuando llegas a la entrada, sabes que se cuece algo importante... Bonita decoración, súper bien ambientado y trato exquisito a la llegada...Todos los platos espectaculares! La presentación de cada uno de ellos es única, y la bomba de placer que hace en el paladar te dejas sin palabras...Tuvimos el placer de conocer a Alvaro, el director de sala, y me di cuenta al instante de lo gran profesional que es... Nos desinfectó la silla antes de sentarnos, y en cada plato, nos daba una clase magistral de la elaboración y sus ingredientes...Sin duda, uno de los mejores sitios de Albacete.Repetiremos experiencia!"
2020/10/12,1602453600,family,5.0,Excelente Restaurante,Muy buen servicio.La comida espectacular y de calidad.El pulpo a la brasa muy recomendable.Volveremos seguro.
2020/10/12,1602453600,couples,5.0,Buen servicio y muy buena comida,La primera vez que venimos y nos ha encantado. Muy bueno y muy bien atendidos. Volveremos para probar más cosas de la carta.
2020/10/10,1602280800,couples,5.0,Una cena exquisita,"Un lugar agradable, personal (Javier y Tina) muy atento y una comida ... ¡para chuparse los dedos! Todo genial. Si volvemos a Albacete repetimos seguro."
2020/10/9,1602194400,business,5.0,¡Excelentísimo! Nos ha encantado,"¡Excelentísimo! Nos ha encantado el encanto que tiene el restaurante, la comida exquisita y el servicio inmejorable.¡Volveremos seguro!Muy pero que muy recomendable."
2020/10/4,1601762400,friends,3.0,A la carta,"De primeras puntualizar que es un buen restaurante con un trato correcto, lo que no me puedo creer es que tras ser un lugar que visite en más de 6 ocasiones me enterase el otro día que tiene dos cartas en función de la parte del restaurante en la que te sientes...yo voy preferentemente a este sitio porque me encanta su pan bao con cangrejo de cáscara blanda, el cual está impresionante...tras ir con unos amigos me siento en la parte de arriba, ya que éramos 8 personas y mi sorpresa al pedirle a un camarero un pan bao antes mencionado me dice que es imposible tras insistirle en varias ocasiones y no dio su brazo a torcer y no me lo quisieron servir...creo que una persona que va a un restaurante en medida de lo posible la gerencia deberia satisfacer al cliente...pero bueno espero le dé una vuelta a estos temas que carecen de sentido..."
2020/10/3,1601676000,couples,5.0,Excelente,De los mejores sitios de Albacete!Increíble la cocina. Tiene una carta muy variada con comida exquisita. El trato de los camareros muy atentos. Cumple todas las medidas covid19!
2020/10/3,1601676000,none,5.0,Muy bien atendido y decorado,"Todo el establecimiento está decorado con mucho gusto y muy moderno. El camarero que nos atendió fue muy atento y servicial y el desayuno bastante completo, además de muy bien de precio."
2020/10/2,1601589600,family,5.0,Cena estupenda,"Platos deliciosos, ambiente estupendo en un entorno perfecto. Los camareros muy amables y el servicio de calidad. Volveremos."
2020/10/2,1601589600,friends,4.0,El trato es excepcional,"El trato es excepcional, el ambiente muy bueno y la comida estupenda!Lo único que no nos gustó mucho es la oreja, la presentación está bien pero esperábamos mejor el sabor.No obstante, quedó mucho por probar y sin duda repetiremos."
2020/9/29,1601330400,none,5.0,Muy recomendable,"Un sitio de una calidad muy alta y a unos precios moderados, el trato de los empleados de autenticos profesionales, educados, atentos y muy amable, nos sirvió Javier muy atento y amable y también hablamos con Alvaro super profesionales, una nota alta"
2020/9/29,1601330400,family,5.0,Excelente,"Excelente el trato y los platos de este restaurante , lo buscamos por internet y estaba al lado del hotel donde nos alojamos lo cual nos dio comodidad, nos sorprendió la limpieza y los cuidados extremos con el covic , sus platos riquísimos y muy bien presentados , el cordero lechal lo recomiendo , riquísimo y el trato de 10 . Muy recomendable"
2020/9/23,1600812000,family,5.0,Lo mejor de Albacete,"Mi lugar favorito en Albacete, tanto como para empezar el dia con un buen café por la mañana o como para acabar con unas cañas y una buena cena"
2020/9/23,1600812000,family,5.0,Recomendable,"Muy buen servicio por parte de la camarera Mikaela, los platos muy ricos y una presentación estupenda! "
2020/9/19,1600466400,couples,5.0,Diferente pero muy bien,Un sitio diferente si lo comparas con otros sitios de la ciudad de Albacete y alrededores. Los platos tienen una presentación muy buena y los sabores suelen estar fuera de lo que estás acostumbrado. Los camareros son muy atentos y agradables. Y lo mejor es que te saben explicar los platos con mucho gusto y entendiendo lo que están diciendo.Un sitio ideal para celebrar algo especial sin duda.
2020/9/19,1600466400,family,5.0,Deliciosa experiencia gastronómica,Gran calidad y variedad de platos. Buena relación calidad precio.Difícil elección porque todo está muy rico. Recomiendo pluma ibérica y shitakes. El coulant de chocolate negro es exquisito.
2020/9/19,1600466400,friends,5.0,Comida,"Excelente como siempre, buena comida, servicio rápido y Noelia un encantó como siempre. Recomendable 100%.Siempre un gran acierto."
2020/9/18,1600380000,couples,5.0,Martincular,"Fuimos a cenar y no pudimos salir más contentos. Cenamos genial, pedimos el lomo de orza, el tataki, los huevos rotos con camarones, el torrezno con vieras y de postre, el coulant de chocolate blanco. La cantidad era generosa para ser un restaurante y los platos buenísimos. Además la atención fue excelente, a nosotros nos atendió sobretodo Álvaro."
2020/9/18,1600380000,family,5.0,Buen restaurante,Muy buena comida servicio excelente y bonito restauranteLo recomiendo en Albacete ciudadTodo genial
2020/9/15,1600120800,family,1.0,No me gusta,"El antiguo Restauante La Taberna fue sustituido por el actual La Martina. Pese a ser de la zona nunca la había visitado, y después de ir una noche a cenar,  confirme  el porque no habia ido nunca. No me gustó nada, platos con poco estilo, canuflados con salsas nada apetecibles, súper caros y para colmo cobran servicio de terraza ( fueron casi 5 euros)"
2020/9/14,1600034400,couples,5.0,RECOMENDABLE 100%,"Cena en pareja excelente. Platos clásicos con toques modernos, comida que se sale un poco de lo que estamos acostumbrados en la zona. Todo estaba buenísimo, los tiempos de espera fueron correctos y el trato de los camareros fue genial, ya que estuvieron atentos en todo momento. En cuanto a calidad-precio: aceptable (se sube algo de precio, pero por qué el producto es de mucha calidad)."
2020/9/14,1600034400,friends,1.0,Cena en terraza con cargo de servicio en terraza," Primera vez que me cobran (3,10 €) por servicio de terraza . La cifra además no se sabe en base está calculada: mesa?comensal? "
2020/9/11,1599775200,family,5.0,Servicio inmejorable,Acabamos de cenar aquí. La comida muy muy buena y el trato excelente. Muchas gracias a Mikaela y Noelia por vuestro servicio y las recomendaciones. Para repetir.
2020/9/2,1598997600,none,5.0,Muy bueno,"Fuimos a cenar con unos amigos. El servicio fue excelente,  la comida buenísima y buen ambiente. Recomendable sin duda."
2020/8/24,1598220000,couples,5.0,Excelente experiencia.,"Fuimos  a cenar a la sala interior y la verdad nos sorprendió gratamente su carta , calidad del producto y la atención. Javier nos atendió a la perfección y el precio acordé con lo servido . Totalmente recomendable."
2020/8/21,1597960800,couples,5.0,Buena atencion y excelente cocina,"La atencion y orientacion con la carta muy profesional y trato amable y cercano.La cocina muy buena, sin lugar a dudas lo recomiendo y repetire"
2020/8/19,1597788000,couples,5.0,Buenísima atención y cocina,"Fuimos a celebrar nuestro aniversario de bodas. La cocina es muy buena, variada y selecta. Y la atención espectacular, nos atendió Álvaro, un chico súper amable, preparado y conocedor de la cocina que se ofrece. Sin duda recomiendo el sitio."
2020/8/18,1597701600,family,5.0,Muy buen trato y excelente la comida ,Muy buen trato y excelente calidad en la cena... ha sido un rato muy agradable en el comedor y muy bien atendidos.. repetiremos 
2020/8/18,1597701600,family,5.0,Cena en familia ,"Cena en familia en un ambiente muy agradable.Todos los platos fueron excepcionales, un sabor muy muy bueno (no parecen todas las fotos, ya que no llegaron a foto, se comieron antes).Trato por parte del personal excepcional, ni una pega, muy buenas recomendaciones y un servicio de 10.Sin duda volveremos =)"
2020/8/18,1597701600,family,4.0,Una experiencia muy agradable,"Es un restaurante elegante, con muy buena decoración, buen producto, buena cocina y precios razonables. Me parece una opción excelente en la ciudad.Seguro que volveré."
2020/8/17,1597615200,couples,4.0,Comida en pareja,"Muy buena experiencia. La comida genial, sobre todo el pulpo... El trato de los camareros excelente. Volveremos seguro!!!"
2020/8/17,1597615200,couples,5.0,Por recomendación y muy acertado,Fuimos por recomendación de un amigo y de oídas y la verdad la experiencia gastronomica ha sido como diría Fangoria... espectacular. Precios muy asequibles a corde con la calidad. Y el servicio excelente.
2020/8/15,1597442400,family,5.0,Maravillosa experiencia,"No es la primera vez que venimos y nunca nos defrauda. Cocina y productos de calidad, servicio irreprochable (gracias a Álvaro y Javier) en un marco muy cuidado. Además, respetan las normas de seguridad anti covid. 100% recomendable!"
2020/8/12,1597183200,couples,5.0,"Agradable, actual y de calidad!","Agradable, actual y de calidad! Hemos venido en varias ocasiones, es un restaurante muy moderno, con varios ambientes, interesantes cada uno de ellos. A disfrutar!!! "
2020/8/1,1596232800,couples,5.0,Espectacular!,"Nos encanta este sitio, junto con el Jimena (del mismo grupo), nuestros restaurantes favoritos de Albacete sin lugar a dudas. Todo siempre riquísimo 😋 y con un trato de 10. Y con la nueva decoración ha quedado precioso!! 😍"
2020/7/20,1595196000,family,4.0,Siempre genial! ,"Voy muy a menudo a comer y cenar a la Martina y por eso lo recomiendo totalmente! El servicio siempre es muy bueno y la relación calidad precio genial. Y ahora lo más importante... La comida! Siempre buenísima! Recomiendo los pan bao, camarones con huevos, wok de verduras, alcachofa con crema de queso, pulpo, torreznos, tortitas de camarones...vamos que todo lo que he comido está genial. Sí que es verdad que el bar es mil veces mejor que el restaurante, el cual no recomiendo ya que la carta es más escasa y no hacen excepciones. "
2020/7/16,1594850400,none,5.0,Una auténtica delicia,"La comida es absolutamente espectacular, el trato muy muy bueno, te hacen sentir como una reina y el precio muy asequible. Todo un placer ir allí a comer, cenar o una caña mirando los arbolitos del parque. Un 10 de 10."
2020/7/13,1594591200,couples,5.0,Genial,El camarero ha estado muy atento en todo momento y la comida exquisita. Hemos salido muy contentos de nuestra primera visita.
2020/7/9,1594245600,business,5.0,Comida satisfactoria,"Muy buen servicio, Ángel, y gran materia prima... un cordero, por ejemplo, en su punto.Da gusto, saben lo.importante para satisfacer al cliente, pero hay que dejarse asesorar.Estuvimos hasta tarde con unas copas sin prisas ninguna"
2020/7/6,1593986400,couples,4.0,Fantastico!,"Un ceviche bueniisimo. La oreja lacada de estrella michelín y el foie exquisito. Volveré, sin duda. Muy buen trato en general."
2020/7/2,1593640800,couples,5.0,Dale un gusto a tu paladar,"Comida original, diferente y exquisita. Personal atento y pendiente de todos los detalles.Recomendable 100%"
2020/6/22,1592776800,couples,4.0,Muy recomendable,"No lo conocía y me ha sorprendido. Los platos muy elaborados y ricos. Limpieza y el camarero Paco muy atento y profesional. Muy recomendables todos los platos,  rabo de toro, alcachofas...."
2020/6/21,1592690400,friends,5.0,Experiencia espectacular!!,"Experiencia espectacular!!Restaurante totalmente adaptado a la actualidad, cumpliendo las rigurosas medidas de higiene.Fue una cena de amigos, donde varios de ellos fue la primera vez que iban y estoy seguro de que no será la última, les ha encantado!!Comida de calidad y un servicio excepcional! "
2020/6/19,1592517600,friends,5.0,Primera salida después del confinamiento,"Muy buena experiencia como tantas otras veces! Trato y servicio inmejorable, sobre todo por parte de Paco, gracias por Darnos este rato tan agradable y bueno en estos momentos tan extraños en los que vivimos! En todo un 10, La comida y el precio totalmente recomendable."
2020/4/13,1586728800,friends,2.0,Mala atención al cliente,"Llamé a reservar mesa para una cena con amigas, el que me cogió el teléfono me respondió de mala gana, y después de pedirle si podía ver el menú en internet o si me lo podía proporcionar me contestó que ya se pondria en contacto si su jefe le diera permiso para ello. Ni me volvió a llamar para decirme si si o si no, ni me atendió con la suficiente educación. Sinceramente han perdido una clienta potencial."
2020/3/2,1583103600,none,4.0,ESPECTACULAR,"Cumplió totalmente mis expectativas, me habían hablado muy y así fue, comida excelente y muy trato de los camareros, seguro que volveremos."
2020/3/1,1583017200,none,5.0,Cena de San Valentín,Platos elaborados y de buena calidad. Personal muy agradable. Precio acordé al tipo de elaboraciónes. Volveré.
2020/3/1,1583017200,none,4.0,Repetiremos sin duda,Local muy agradable con servicio extraordinario. La carta amplia y moderna mezclando sabores tradicionales con innovaciones. Repetiremos sin duda
2020/2/29,1582930800,none,4.0,"Cocina chanante, chanante ","Todo bien. Buenos vinos. Local agradable. Servicio correcto. Unos huevos con camarones muy ricos, un pan bao de costillar espectacular y unos torreznos algo secos pero que entraron. Postre de calabaza que no. Por 15-20€ cena digna con tu vino. Volverías? Gran referencia "
2020/2/16,1581807600,couples,5.0,Comida espectacular,"Tanto la comida como la presentación, han sido inmejorables. Todo estaba buenísimo y la atención del personal, intachable. Es cierto que es un restaurante que sale un poco de lo habitual en cuanto a precio, si lo comparamos a otros restaurantes de la ciudad, pero si sopesamos la calidad y la cantidad,un 10. Tienen una parte de la carta, de comida japonesa, que os recomiendo 100%. El pulpo con arroz negro, buenísimo. Desde luego que repetiremos."
2020/2/11,1581375600,couples,5.0,Agradable sorpresa,"Cena en pareja, restaurante de estilo clásico en su servicio pero con una carta moderna y muy acertada, precio justo, se le añade su situación céntrica y con facilidad de aparcamiento público en la misma puerta. Todo un acierto."
2020/1/22,1579647600,friends,5.0,Al lado del Sercotel Los Llanos,"Muy buena calidad y atención perfecta. Salimos del hotel y no sabíamos donde cenar. Justo al lado, echamos un vistazo y probamos. Ambiente muy agradable, muy buena comida y atención excelente."
2020/1/19,1579388400,couples,4.0,Todo un acierto,"Restaurante decorado con mucho gusto, personal muy amable y comida deliciosa bien emplazada.Fuimos a comer en pareja el domingo y degustamos la alcachofa con crema de queso manchego y langostino en tempura y el tataki de atún templado. Seguimos con el bacalao a la brasa y acabamos con un tiramisú.Junto a los cafés nos invitaron a unos Miguelitos de chocolate blanco muy ricos.En la carta ofrecían también ensaladas, arroces, pescados y carnes.Recomendable!!!"
2020/1/18,1579302000,couples,5.0,Volveremos,Trato excepcional y platos con muy buena presentación y riquísimos. Cenamos de maravilla.Volveremos!!
2020/1/12,1578783600,family,5.0,Muy bueno,Un trato excelente y una comida perfecta. No tuvimos ningún problema en nuestra última visita. Recomendado
2020/1/1,1577833200,family,5.0,Volveremos,"La comida espectacular, el servicio un 10, el camarero Jesús muy atento a todo lo que le hemos pedido, muy servicial y súper amable."
2019/12/30,1577660400,none,4.0,Carta completa y comida muy buena,"Estuve cenando un fin de semana de Diciembre con reserva en la zona del restaurante, donde los camareros nos trataron genial en todo momento. Nos aconsejaron sobre los platos a elegir y fue todo un acierto porque el lomo de orza estaba buenísimo y el pulpo increíble, los mejores que he comido; el solomillo con patatas Martina, estaba demasiado salado; los postres eran tiramisu y coulant de chocolate blanco y estaban muy buenos. Para terminar, por cortesía nos pusieron dos miguelitos de chocolate blanco.¡Repetiremos!"
2019/12/30,1577660400,couples,5.0,Buena cena tranquila,"Comida muy buena, en especial sus patatas. Nos quedamos en la zona de bar, aunque tiene espacio para restaurante. Nos gustó mucho!  "
2019/12/30,1577660400,family,4.0,Estupendo,"Nos ha parecido un restaurante con una comida espléndida , muy buena atención . Calidad/precio buena"
2019/12/29,1577574000,family,4.0,Buen servicio y carta,Fuimos en familia y todos contentos. El local muy agradable. El servicio correcto. La carta variada con una parte oriental.Precios correctos acordes al servicio y platos
2019/12/29,1577574000,couples,5.0,Merece la pena,"Merece mucho la pena ir a este sitio, todo lo que probamos estaba muy bueno, comida diferente con productos de siempre. La atención muy correcta y buena relación calidad/precio. Volvería sin dudarlo. "
2019/12/29,1577574000,friends,4.0,Para repetir,"Es la segunda comida de Navidad que hacemos los amigos. A destacar el saloncito privado para grupos grandes y el fantástico trato de nuestro camarero (Alfonso), muy competente. En cuanto a los menús de Navidad, volvimos a repetir también, buen maridaje de la tierra (Villarrobledo) y ricos alimentos. Los postres deliciosos (tiramisú y coulant de chocolate). Probablemente repitamos!!!"
2019/12/27,1577401200,couples,5.0,Hemos estado muy a gusto comiendo,Hemos estado muy a gusto comiendo en la barra porque no habíamos hecho reserve. El camarero muy amable y atento. Plato de la semana (Guiso de costillas) “como el que hace una madre”. Y las tapas y ensaladas de cine. Sin duda hay que venir cada poco tiempo para no olvidar su cocina. 
2019/12/19,1576710000,friends,5.0,Una cena estupenda,"Todos los platos buenísimos, sobre todo las cocochas de bacalao.Por no hablar del trato, increíble."
2019/12/10,1575932400,friends,3.0,No cumplió mis espectativas,"Teníamos reserva y cuando llegamos, el pan y el aperitivo ya estaban sobre la mesa, detalle que no nos gustó. La atención es muy buena, los camareros son muy amables y conocen perfectamente la carta. Si tienes alguna alergia, te dan toda la información, sin tener que preguntar en cocina; además la carta está perfectamente detallada con todos los alérgenos. Disponen de pan sin gluten que te hornean al momento. Son muy profesionales y agradables. El servicio impecable. No podemos decir lo mismo de la comida. El pulpo, riquísimo!! Y los torreznos con tartar de Vieira muy jugosos y sin aceite. Muy recomendables. Pedimos también tuétano y huevos con camarones, que estaban sosos los dos platos. Las cocochas al pil pil, con la salsa sin terminar... Demasiado clara... Los segundos que pedimos, salieron fríos... Y demasiado escasos para lo que esperas, parecen de menú. La merluza, parece de hospital, y el solomillo muy pequeño. Es una pena porque esperábamos más. Tendremos que volver a la parte de la cafetería a probar las tapas, pero la carta nos decepcionó un poco."
2019/12/7,1575673200,friends,5.0,Maravilloso restaurante,"Hemos comido varias parejas con niños en el reservado. Buenísimo todo, destacar tataki de atún y rodaballo.Nos ha atendido Jesús, con un trato de lo más profesional que he podido encontrar en hostelería."
2019/11/23,1574463600,couples,5.0,De lo mejor que encontrarás en Albacete,"Restaurante con una carta original y asequible, tratando muy bien el producto, con productos de calidad y un servicio agradable, cercano y excepcional, del cual, aprovecho para dar las gracias a Jesús y Noelia por su atención y profesionalidad. Solo en mi opinión puedo poner un ""pero"", y es que debería tener en carta o por copas algún vino más de la DO Jumilla, los cuales están en auge y sobre todo habiendo localidades de la provincia de Albacete pertenecientes a esa DO, como Fuentealamo, con marcas como Mainetes y Señorio de Fuentealamo que son excepcionales en su relación calidad precio, con vinos afrutados y crianzas acordes al buen estilo del restaurante."
2019/11/23,1574463600,family,4.0,Buen servicio y un producto de 10/10,"Es un restaurante bastante acogedor, con un equipo de sala muy atento y una oferta gastronómica más que remarcable. Perfecto para ir en familia, con amigos o de comida de empresa."
2019/11/17,1573945200,none,5.0,SOFISTICADO Y EXQUISITO,Restaurante moderno con una atención muy profesional y mucha amabilidad por parte del personal.Comida novedosa y muy rica.
2019/11/17,1573945200,none,4.0,Buen sitio de tapeo,Fuimos a cenar en la barra y la verdad es que la mayoria de las tapas estan bastante decentes. Es buen sitio para tapear. Aunque en Albacete los hay mejores
2019/11/14,1573686000,business,2.0,Lo que mal empieza,Pido la carta elijo un plato llamado Tosta de astral Tártar y tras decirme que si aparece otro camarero y ese plato no se puede pedir fuera de un menú  mirad la foto y ayudarme a encontrar esa advertencia ...
2019/11/10,1573340400,family,4.0,"Buena comida, aunque muy lentos","La comida estaba buena, el trato bien y la carne espectacular (paletilla de lechal a la brasa).No obstante, fueron muy lentos entre plato y plato"
2019/11/1,1572562800,friends,5.0,Simplemente excelente. Una opinión de Pepe Pina.,"Comida muy buena, profesionalidad excelente y sobretodo un trato humano más que excelente.Estuve en una cena el 25/10/2019 y todo estuvo muy bien: el servicio, la comida y, especialmente, el excelente trato a mi esposa por parte del personal del local cuando necesitó ayuda por un problema personal. Gracias de todo corazõn!"
2019/10/16,1571176800,couples,5.0,Excelente restaurante céntrico en Albacete ,"Llegamos de Murcia  buscando un sitio para comer por el centro, y descubrimos este sitio que está muy bien, con vistas al jardín Abelardo Sánchez, pedimos para comer 2 personas: tataki de atún, pan Bao de cangrejo, 2 croquetas de jamón y solomillo de ternera con patatas Martina, acompañado de 2 cervezas Sin.Las platos estaban buenísimos, cantidades correctas y la atención del camarero y los tiempos para servir los platos eran perfectos.Nos llevamos muy buena sensación del sitio, del personal y también del precio, que está contenido por la alta calidad del servicio y su ubicación.Sin duda lo recomendamos y volveríamos a ir.Aquí os dejo fotos."
2019/10/15,1571090400,none,4.0,UN ACIERTO SEGURO.,"Suelo ir a cenar con relativa frecuencia. Tienen una excelente cocina, de la que recomiendo el tataki de atún. Y el personal educadísimo, tanto Fidel como el jefe de sala Álvaro, que pese a su juventud es un gran profesional. Tienen una muy buena carta de vinos y la limpieza y pulcritud es digna de encomio.Lo recomiendo sin ningún género de dudas. El precio, acorde con el servicio."
2019/10/4,1570140000,none,5.0,Un gran sitio en una ubicación privilegiada,"De los mejores restaurantes de Albacete en una zona muy céntrica, ideal para tomarte después una copa. Aparentemente por fuera parece una cafetería, pero tienen cocina y se come MUY bien. Mención especial para las croquetas que pedimos y el entrecot. Además el camarero que nos atendió (Jesús) muy atento y muy agradable. Sin duda me han dado motivos para repetir. Muy recomendable "
2019/9/1,1567288800,couples,4.0,GRAN FUSION DE SABORES,Reservamos para comer. Buena atención y servicio excelente. A destacar el bloc de oreja lacada con puré de patata y los Petazetas. Sin duda una experiencia para repetir. 
2019/8/30,1567116000,none,5.0,De lo mejor que he visto en mucho tiempo,"Siempre estoy tan encantada con este lugar que no se ni por donde empezar: la decoración, el trato profesional y amable de los camareros, la calidad optima de la comida, su hilo musical, sus aseos limpios...¡es una maravilla de restaurante!He ido varias veces con mi pareja, familia y para ""impresionar"" a un amigo que venia de fuera y es que es un acierto seguro. Todos sus camareros son muy amables, conocen la carta a la perfección y son educados, correctos y encantadores. Destacar sobre todo al señor FIDEL, porque fue un camarero excepcional que nos recomendó un buenisimo vino de la tierra, y nos explico con todo lujo de detalles cada plato.En cuanto a la comida un 10 para cocina....¡que rico todo! Las alcachofas con langostino, los torreznos, las tortitas de camarón, el pulpo a la brasa con sus salsas (eso es espectacular), el ceviche, las croquetas, el pescado, la pluma ibérica....todo lo que uno se pida es buena elección.Maravillada con este sitio. ¡Gracias por tratarnos tan bien y por ser tan geniales! Ojala que os vaya asi de bien siempre porque es GENIAL :)"
2019/8/23,1566511200,family,4.0,Cocina moderna y de calidad,Fui a cenar con mi familia por un cumpleaños y a todos nos gustó mucho. Para recomendar y para repetir. Belly pork y ostras exquisitas.
